Unique_id,Emp_contract
557,"temp_1_6"
559,"temp_1_5"
561,"temp_1_1"
562,"temp_1_5"
566,"temp_1_6"
569,"temp_2_1"
578,"temp_1_6"
580,"temp_2_1"
585,"temp_1_6"
595,"temp_1_6"
596,"temp_1_6"
599,"temp_1_5"
602,"temp_1_6"
605,"temp_1_6"
610,"temp_1_6"
619,"temp_1_6"
620,"temp_1_2"
630,"temp_1_6"
645,"temp_1_6"
646,"temp_1_6"
647,"temp_1_2"
653,"temp_2_2"
657,"temp_1_6"
659,"temp_1_6"
662,"temp_2_2"
667,"temp_1_6"
669,"temp_1_5"
674,"temp_2_1"
676,"temp_1_6"
686,"temp_1_6"
687,"temp_1_5"
688,"temp_1_6"
690,"temp_1_6"
695,"temp_1_6"
699,"temp_1_6"
701,"temp_1_6"
704,"temp_1_6"
707,"temp_1_6"
715,"temp_1_6"
719,"temp_1_6"
725,"temp_1_6"
726,"temp_1_6"
727,"temp_1_6"
735,"temp_1_5"
738,"temp_1_6"
741,"temp_1_6"
742,"temp_1_6"
745,"temp_1_6"
752,"temp_2_1"
756,"temp_1_6"
757,"temp_1_2"
765,"temp_1_6"
773,"temp_1_5"
775,"temp_2_3"
776,"temp_1_6"
777,"temp_1_6"
779,"temp_1_6"
780,"temp_1_6"
782,"temp_1_6"
784,"temp_1_6"
787,"temp_2_1"
796,"temp_2_2"
799,"temp_1_6"
800,"temp_1_5"
802,"temp_1_6"
812,"temp_1_6"
813,"temp_1_6"
819,"temp_2_2"
820,"temp_1_6"
821,"temp_1_6"
822,"temp_1_6"
825,"temp_2_1"
827,"temp_1_6"
842,"temp_1_6"
849,"temp_1_1"
855,"temp_1_6"
858,"temp_1_6"
859,"temp_1_2"
860,"temp_1_6"
864,"temp_1_6"
865,"temp_2_1"
866,"temp_1_6"
868,"temp_1_6"
871,"temp_1_6"
878,"temp_1_6"
885,"temp_1_6"
886,"temp_1_6"
893,"temp_1_5"
908,"temp_1_6"
911,"temp_1_6"
918,"temp_1_6"
922,"temp_1_5"
924,"temp_1_6"
927,"temp_1_6"
934,"temp_1_6"
936,"temp_1_6"
937,"temp_1_6"
939,"temp_1_6"
945,"temp_1_6"
947,"temp_1_6"
951,"temp_2_1"
955,"temp_1_5"
957,"temp_1_6"
964,"temp_1_6"
971,"temp_1_6"
973,"temp_1_6"
980,"temp_1_6"
981,"temp_1_6"
982,"temp_1_6"
983,"temp_1_6"
993,"temp_1_6"
994,"temp_1_5"
995,"temp_1_6"
996,"temp_1_6"
1000,"temp_1_6"
1008,"temp_1_6"
1009,"temp_1_6"
1013,"temp_1_6"
1015,"temp_1_6"
1016,"temp_1_6"
1019,"temp_1_6"
1020,"temp_1_6"
1024,"temp_1_6"
1028,"temp_1_1"
1033,"temp_1_6"
1035,"temp_1_6"
1036,"temp_2_1"
1044,"temp_1_6"
1047,"temp_1_6"
1058,"temp_1_6"
1065,"temp_1_6"
1066,"temp_1_6"
1074,"temp_1_6"
1079,"temp_1_6"
1081,"temp_1_6"
1098,"temp_2_1"
1099,"temp_1_5"
1108,"temp_1_6"
1119,"temp_1_6"
1122,"temp_1_6"
1128,"temp_1_6"
1129,"temp_1_6"
1133,"temp_1_3"
1137,"temp_1_3"
1138,"temp_1_2"
1142,"temp_1_6"
1146,"temp_1_6"
1156,"temp_1_6"
1164,"temp_1_6"
1165,"temp_1_1"
1176,"temp_1_6"
1189,"temp_1_6"
1191,"temp_1_6"
1197,"temp_1_6"
1198,"temp_1_6"
1201,"temp_1_6"
1211,"temp_1_6"
1213,"temp_1_5"
1214,"temp_1_6"
1221,"temp_1_5"
1225,"temp_1_6"
1228,"temp_1_3"
1232,"temp_1_6"
1237,"temp_1_5"
1243,"temp_1_6"
1244,"temp_1_6"
1246,"temp_1_6"
1249,"temp_1_5"
1251,"temp_1_6"
1255,"temp_2_2"
1256,"temp_1_6"
1257,"temp_1_5"
1261,"temp_1_5"
1262,"temp_1_6"
1263,"temp_1_6"
1270,"temp_1_6"
1278,"temp_1_6"
1280,"temp_1_6"
1283,"temp_1_6"
1284,"temp_1_6"
1289,"temp_1_6"
1292,"temp_1_6"
1295,"temp_1_6"
1300,"temp_2_1"
1305,"temp_1_6"
1307,"temp_1_1"
1308,"temp_1_6"
1313,"temp_1_6"
1314,"temp_1_6"
1315,"temp_1_6"
1316,"temp_1_6"
1321,"temp_1_6"
1324,"temp_1_6"
1327,"temp_1_6"
1329,"temp_1_6"
1330,"temp_1_6"
1333,"temp_1_5"
1335,"temp_1_6"
1337,"temp_1_6"
1343,"temp_1_2"
1346,"temp_1_5"
1347,"temp_1_6"
1354,"temp_1_6"
1356,"temp_1_5"
1357,"temp_1_6"
1365,"temp_1_6"
1367,"temp_1_6"
1377,"temp_1_5"
1394,"temp_1_6"
1401,"temp_1_5"
1407,"temp_1_6"
1412,"temp_1_6"
1416,"temp_1_5"
1419,"temp_1_6"
1424,"temp_1_5"
1425,"temp_1_6"
1426,"temp_2_2"
1428,"temp_1_6"
1430,"temp_1_1"
1431,"temp_1_6"
1438,"temp_1_6"
1445,"temp_1_6"
1452,"temp_1_6"
1453,"temp_1_6"
1454,"temp_2_2"
1455,"temp_1_6"
1459,"temp_1_6"
1460,"temp_1_6"
1461,"temp_2_1"
1463,"temp_1_6"
1465,"temp_1_6"
1469,"temp_1_6"
1470,"temp_2_1"
1472,"temp_1_6"
1478,"temp_2_1"
1479,"temp_1_5"
1482,"temp_1_6"
1483,"temp_1_6"
1487,"temp_1_5"
1489,"temp_1_6"
1500,"temp_1_6"
1501,"temp_1_6"
1502,"temp_1_6"
1504,"temp_1_6"
1518,"temp_1_6"
1522,"temp_1_5"
1523,"temp_1_6"
1527,"temp_2_2"
1535,"temp_1_6"
1538,"temp_1_6"
1541,"temp_1_2"
1543,"temp_1_6"
1544,"temp_1_6"
1549,"temp_1_6"
1552,"temp_1_6"
1556,"temp_1_1"
1557,"temp_1_6"
1562,"temp_1_6"
1565,"temp_1_6"
1570,"temp_1_6"
1571,"temp_1_6"
1578,"temp_1_6"
1580,"temp_1_6"
1581,"temp_1_6"
1583,"temp_1_6"
1607,"temp_1_6"
1616,"temp_1_6"
1619,"temp_1_6"
1621,"temp_2_1"
1627,"temp_1_1"
1631,"temp_1_6"
1632,"temp_1_6"
1634,"temp_1_6"
1640,"temp_1_6"
1642,"temp_1_6"
1643,"temp_1_6"
1645,"temp_1_5"
1673,"temp_1_6"
1677,"temp_1_5"
1682,"temp_1_6"
1686,"temp_1_6"
1690,"temp_1_6"
1698,"temp_2_1"
1699,"temp_1_6"
1701,"temp_1_6"
1703,"temp_1_6"
1706,"temp_1_5"
1709,"temp_1_6"
1710,"temp_2_2"
1714,"temp_1_6"
1721,"temp_1_3"
1722,"temp_1_6"
1723,"temp_1_6"
1724,"temp_1_6"
1726,"temp_1_6"
1730,"temp_1_6"
1733,"temp_1_6"
1740,"temp_1_5"
1741,"temp_2_2"
1742,"temp_1_6"
1743,"temp_1_6"
1750,"temp_1_6"
1761,"temp_1_2"
1762,"temp_1_6"
1766,"temp_1_6"
1768,"temp_1_6"
1771,"temp_1_6"
1774,"temp_2_1"
1775,"temp_1_6"
1784,"temp_1_6"
1787,"temp_1_1"
1790,"temp_1_6"
1794,"temp_1_6"
1799,"temp_1_6"
1800,"temp_1_6"
1803,"temp_1_6"
1816,"temp_1_6"
1818,"temp_1_6"
1820,"temp_1_6"
1823,"temp_1_6"
1829,"temp_2_1"
1830,"temp_1_6"
1833,"temp_1_6"
1834,"temp_1_2"
1836,"temp_1_6"
1839,"temp_1_6"
1843,"temp_1_6"
1846,"temp_1_6"
1847,"temp_1_6"
1849,"temp_1_6"
1853,"temp_1_6"
1855,"temp_1_6"
1856,"temp_1_5"
1857,"temp_1_5"
1864,"temp_2_1"
1867,"temp_1_6"
1870,"temp_1_6"
1872,"temp_1_6"
1882,"temp_1_6"
1887,"temp_1_6"
1893,"temp_1_6"
1894,"temp_2_1"
1901,"temp_1_6"
1902,"temp_1_6"
1905,"temp_1_6"
1907,"temp_1_6"
1909,"temp_1_6"
1916,"temp_1_6"
1918,"temp_1_5"
1931,"temp_1_6"
1933,"temp_1_6"
1946,"temp_1_6"
1949,"temp_1_5"
1959,"temp_1_6"
1962,"temp_1_5"
1972,"temp_1_6"
1977,"temp_1_6"
1981,"temp_1_5"
1990,"temp_1_6"
1992,"temp_2_2"
1998,"temp_2_2"
2005,"temp_2_1"
2008,"temp_1_6"
2018,"temp_1_6"
2022,"temp_1_6"
2026,"temp_2_1"
2027,"temp_2_2"
2031,"temp_1_6"
2041,"temp_1_6"
2044,"temp_1_6"
2048,"temp_1_6"
2059,"temp_2_1"
2064,"temp_1_6"
2066,"temp_1_6"
2088,"temp_1_6"
2092,"temp_1_6"
2096,"temp_1_6"
2097,"temp_1_6"
2101,"temp_1_5"
2108,"temp_1_6"
2109,"temp_1_6"
2117,"temp_1_6"
2118,"temp_1_6"
2128,"temp_1_6"
2130,"temp_1_6"
2133,"temp_2_1"
2143,"temp_1_6"
2146,"temp_1_6"
2155,"temp_1_6"
2157,"temp_1_6"
2162,"temp_1_1"
2170,"temp_1_6"
2175,"temp_1_6"
2177,"temp_2_1"
2181,"temp_1_6"
2182,"temp_1_6"
2189,"temp_1_6"
2190,"temp_1_6"
2194,"temp_1_5"
2195,"temp_1_5"
2196,"temp_1_6"
2200,"temp_2_1"
2204,"temp_1_6"
2211,"temp_1_6"
2212,"temp_1_6"
2213,"temp_2_3"
2214,"temp_1_6"
2216,"temp_1_6"
2218,"temp_1_6"
2222,"temp_1_6"
2223,"temp_1_6"
2224,"temp_1_6"
2225,"temp_1_6"
2226,"temp_1_6"
2227,"temp_1_6"
2229,"temp_1_6"
2232,"temp_1_6"
2233,"temp_1_6"
2238,"temp_1_5"
2239,"temp_1_6"
2242,"temp_1_6"
2244,"temp_1_5"
2248,"temp_1_6"
2264,"temp_1_6"
2266,"temp_1_6"
2273,"temp_2_1"
2275,"temp_1_6"
2277,"temp_1_2"
2281,"temp_1_6"
2287,"temp_1_6"
2288,"temp_1_6"
2292,"temp_2_1"
2295,"temp_1_1"
2296,"temp_1_5"
2298,"temp_1_6"
2303,"temp_1_6"
2315,"temp_1_6"
2322,"temp_1_6"
2324,"temp_1_6"
2328,"temp_1_6"
2330,"temp_1_6"
2340,"temp_1_5"
2342,"temp_1_6"
2344,"temp_2_1"
2346,"temp_1_6"
2349,"temp_1_6"
2364,"temp_1_6"
2371,"temp_1_6"
2373,"temp_1_6"
2383,"temp_2_1"
2384,"temp_1_6"
2392,"temp_1_6"
2397,"temp_2_2"
2398,"temp_2_2"
2401,"temp_1_6"
2404,"temp_1_6"
2405,"temp_2_2"
2410,"temp_1_5"
2417,"temp_1_6"
2425,"temp_1_6"
2427,"temp_1_6"
2435,"temp_1_5"
2442,"temp_2_1"
2445,"temp_1_6"
2462,"temp_1_6"
2467,"temp_2_2"
2478,"temp_1_6"
2488,"temp_2_2"
2489,"temp_1_6"
2492,"temp_1_5"
2493,"temp_1_6"
2498,"temp_1_6"
2503,"temp_1_6"
2509,"temp_1_6"
2515,"temp_1_6"
2530,"temp_1_6"
2532,"temp_1_6"
2541,"temp_1_6"
2546,"temp_1_5"
2547,"temp_1_5"
2548,"temp_1_6"
2551,"temp_1_6"
2557,"temp_1_6"
2561,"temp_1_6"
2564,"temp_1_6"
2566,"temp_1_6"
2567,"temp_2_2"
2570,"temp_2_2"
2572,"temp_1_6"
2578,"temp_2_2"
2581,"temp_1_6"
2583,"temp_1_6"
2584,"temp_1_6"
2603,"temp_1_6"
2606,"temp_1_6"
2607,"temp_2_1"
2611,"temp_1_2"
2614,"temp_1_5"
2615,"temp_1_6"
2618,"temp_2_1"
2629,"temp_1_1"
2631,"temp_1_6"
2633,"temp_1_1"
2640,"temp_2_1"
2652,"temp_1_6"
2656,"temp_1_6"
2668,"temp_1_6"
2669,"temp_1_6"
2671,"temp_2_2"
2679,"temp_1_6"
2688,"temp_1_5"
2691,"temp_2_2"
2697,"temp_1_6"
2699,"temp_1_6"
2703,"temp_1_6"
2705,"temp_1_6"
2714,"temp_1_6"
2716,"temp_1_5"
2722,"temp_1_5"
2726,"temp_2_2"
2736,"temp_1_6"
2740,"temp_1_6"
2745,"temp_1_6"
2747,"temp_1_6"
2749,"temp_1_6"
2767,"temp_1_6"
2769,"temp_1_6"
2771,"temp_1_6"
2776,"temp_1_6"
2777,"temp_1_6"
2778,"temp_2_2"
2786,"temp_1_6"
2806,"temp_1_6"
2809,"temp_1_6"
2810,"temp_1_6"
2820,"temp_1_6"
2821,"temp_1_6"
2827,"temp_1_6"
2828,"temp_1_6"
2829,"temp_1_6"
2835,"temp_1_6"
2836,"temp_1_6"
2843,"temp_1_6"
2851,"temp_1_6"
2853,"temp_1_6"
2869,"temp_1_6"
2880,"temp_2_1"
2882,"temp_1_6"
2884,"temp_1_6"
2886,"temp_1_6"
2890,"temp_2_1"
2891,"temp_1_6"
2898,"temp_2_1"
2900,"temp_2_1"
2905,"temp_1_6"
2908,"temp_1_6"
2914,"temp_1_6"
2920,"temp_2_1"
2921,"temp_2_1"
2924,"temp_2_2"
2927,"temp_2_1"
2929,"temp_1_6"
2938,"temp_1_6"
2942,"temp_2_1"
2951,"temp_1_6"
2958,"temp_1_5"
2960,"temp_1_6"
2966,"temp_2_1"
2969,"temp_2_1"
2974,"temp_2_1"
2976,"temp_1_6"
2981,"temp_1_6"
2993,"temp_2_2"
2998,"temp_2_1"
3005,"temp_1_6"
3010,"temp_1_6"
3020,"temp_2_2"
3022,"temp_1_6"
3029,"temp_1_6"
3031,"temp_1_6"
3034,"temp_1_6"
3044,"temp_1_6"
3047,"temp_1_6"
3048,"temp_2_1"
3049,"temp_1_6"
3054,"temp_2_1"
3062,"temp_1_6"
3064,"temp_1_6"
3067,"temp_1_6"
3071,"temp_1_6"
3073,"temp_2_1"
3075,"temp_2_1"
3078,"temp_1_6"
3082,"temp_1_6"
3083,"temp_2_1"
3084,"temp_1_6"
3086,"temp_1_2"
3091,"temp_1_6"
3098,"temp_1_3"
3103,"temp_1_6"
3107,"temp_1_6"
3112,"temp_1_6"
3118,"temp_1_6"
3130,"temp_2_2"
3133,"temp_2_1"
3138,"temp_1_6"
3143,"temp_1_6"
3145,"temp_1_6"
3148,"temp_1_6"
3149,"temp_1_6"
3151,"temp_1_6"
3155,"temp_1_6"
3159,"temp_1_6"
3162,"temp_1_5"
3165,"temp_1_6"
3168,"temp_1_6"
3169,"temp_1_6"
3172,"temp_2_1"
3180,"temp_1_6"
3181,"temp_1_6"
3188,"temp_1_6"
3197,"temp_2_2"
3204,"temp_1_6"
3210,"temp_1_6"
3212,"temp_1_6"
3213,"temp_1_6"
3217,"temp_2_2"
3224,"temp_1_6"
3231,"temp_1_6"
3232,"temp_2_2"
3233,"temp_1_1"
3239,"temp_1_6"
3240,"temp_1_6"
3241,"temp_2_1"
3245,"temp_1_5"
3252,"temp_1_6"
3258,"temp_1_3"
3259,"temp_1_6"
3261,"temp_1_5"
3265,"temp_2_2"
3273,"temp_1_6"
3281,"temp_2_1"
3282,"temp_1_6"
3288,"temp_1_6"
3289,"temp_1_5"
3293,"temp_1_6"
3298,"temp_1_6"
3300,"temp_2_2"
3301,"temp_1_6"
3304,"temp_1_6"
3315,"temp_1_6"
3316,"temp_1_6"
3320,"temp_1_6"
3326,"temp_2_1"
3341,"temp_1_6"
3343,"temp_2_2"
3350,"temp_1_6"
3374,"temp_1_6"
3384,"temp_1_6"
3387,"temp_1_6"
3397,"temp_1_6"
3417,"temp_2_2"
3418,"temp_1_6"
3431,"temp_1_6"
3439,"temp_1_6"
3446,"temp_1_6"
3447,"temp_1_5"
3449,"temp_2_1"
3455,"temp_1_6"
3456,"temp_1_6"
3464,"temp_2_2"
3468,"temp_1_6"
3469,"temp_1_5"
3471,"temp_1_6"
3478,"temp_1_6"
3489,"temp_1_6"
3490,"temp_2_1"
3498,"temp_1_6"
3499,"temp_1_6"
3510,"temp_1_6"
3516,"temp_1_6"
3522,"temp_1_6"
3524,"temp_1_6"
3530,"temp_1_6"
3534,"temp_1_6"
3543,"temp_1_5"
3548,"temp_2_2"
3549,"temp_1_5"
3568,"temp_1_6"
3578,"temp_2_2"
3582,"temp_2_1"
3584,"temp_2_1"
3592,"temp_2_1"
3596,"temp_1_6"
3598,"temp_1_6"
3605,"temp_1_6"
3611,"temp_1_6"
3614,"temp_2_1"
3615,"temp_1_6"
3618,"temp_1_6"
3626,"temp_1_6"
3627,"temp_1_6"
3628,"temp_1_6"
3630,"temp_1_6"
3632,"temp_1_6"
3634,"temp_1_6"
3642,"temp_1_6"
3643,"temp_1_6"
3646,"temp_1_5"
3674,"temp_2_1"
3676,"temp_1_6"
3679,"temp_1_6"
3680,"temp_2_2"
3681,"temp_2_1"
3685,"temp_1_6"
3687,"temp_1_6"
3689,"temp_1_6"
3692,"temp_1_6"
3694,"temp_1_6"
3696,"temp_1_6"
3699,"temp_1_6"
3701,"temp_1_6"
3706,"temp_1_6"
3712,"temp_1_6"
3716,"temp_1_6"
3717,"temp_1_6"
3720,"temp_1_6"
3723,"temp_2_1"
3732,"temp_2_1"
3735,"temp_1_6"
3736,"temp_1_6"
3741,"temp_1_6"
3747,"temp_1_6"
3749,"temp_1_6"
3751,"temp_1_6"
3772,"temp_1_6"
3778,"temp_1_5"
3781,"temp_1_6"
3789,"temp_1_5"
3795,"temp_1_5"
3797,"temp_1_6"
3806,"temp_2_1"
3807,"temp_1_6"
3809,"temp_1_6"
3811,"temp_2_1"
3814,"temp_1_6"
3818,"temp_1_6"
3825,"temp_1_5"
3829,"temp_1_5"
3833,"temp_1_6"
3834,"temp_1_6"
3835,"temp_2_2"
3840,"temp_2_1"
3842,"temp_1_6"
3843,"temp_1_6"
3846,"temp_1_6"
3848,"temp_1_6"
3851,"temp_2_1"
3853,"temp_2_1"
3856,"temp_1_6"
3862,"temp_1_6"
3866,"temp_2_2"
3868,"temp_1_6"
3869,"temp_1_6"
3871,"temp_1_6"
3882,"temp_1_6"
3885,"temp_1_6"
3886,"temp_1_5"
3887,"temp_1_6"
3894,"temp_1_6"
3895,"temp_1_6"
3896,"temp_1_6"
3897,"temp_1_6"
3900,"temp_1_6"
3913,"temp_1_5"
3920,"temp_1_6"
3923,"temp_1_6"
3929,"temp_1_6"
3931,"temp_1_6"
3933,"temp_2_1"
3934,"temp_1_6"
3935,"temp_2_1"
3936,"temp_1_6"
3942,"temp_1_6"
3943,"temp_1_6"
3944,"temp_1_6"
3946,"temp_1_2"
3949,"temp_2_1"
3953,"temp_2_1"
3955,"temp_1_6"
3957,"temp_2_1"
3958,"temp_1_6"
3974,"temp_1_6"
3975,"temp_1_6"
3984,"temp_1_6"
3990,"temp_1_6"
3992,"temp_1_6"
4002,"temp_1_6"
4005,"temp_1_6"
4006,"temp_1_6"
4008,"temp_1_6"
4010,"temp_2_2"
4011,"temp_1_6"
4015,"temp_1_6"
4033,"temp_1_6"
4035,"temp_1_6"
4037,"temp_1_6"
4038,"temp_2_2"
4042,"temp_1_2"
4044,"temp_1_6"
4061,"temp_1_6"
4065,"temp_2_1"
4067,"temp_1_5"
4069,"temp_1_6"
4071,"temp_1_6"
4072,"temp_1_6"
4076,"temp_1_6"
4079,"temp_1_6"
4082,"temp_1_6"
4085,"temp_1_6"
4087,"temp_1_5"
4089,"temp_1_6"
4103,"temp_1_6"
4106,"temp_1_6"
4111,"temp_1_6"
4112,"temp_2_1"
4119,"temp_1_6"
4120,"temp_2_1"
4147,"temp_1_6"
4148,"temp_1_6"
4154,"temp_2_1"
4157,"temp_1_6"
4164,"temp_1_5"
4166,"temp_1_2"
4170,"temp_1_6"
4171,"temp_1_6"
4175,"temp_2_2"
4180,"temp_1_5"
4182,"temp_1_6"
4183,"temp_2_1"
4194,"temp_1_6"
4203,"temp_1_6"
4216,"temp_1_6"
4218,"temp_1_6"
4220,"temp_1_6"
4222,"temp_1_6"
4224,"temp_1_6"
4226,"temp_2_1"
4229,"temp_1_6"
4240,"temp_1_5"
4254,"temp_1_6"
4257,"temp_1_6"
4260,"temp_1_6"
4267,"temp_1_6"
4271,"temp_1_6"
4272,"temp_2_1"
4277,"temp_2_1"
4279,"temp_2_2"
4280,"temp_2_2"
4284,"temp_1_6"
4292,"temp_1_6"
4304,"temp_1_6"
4305,"temp_1_6"
4312,"temp_1_5"
4317,"temp_1_6"
4318,"temp_1_6"
4322,"temp_1_6"
4325,"temp_1_6"
4332,"temp_2_1"
4334,"temp_1_6"
4341,"temp_1_6"
4346,"temp_1_6"
4351,"temp_1_6"
4353,"temp_1_6"
4354,"temp_1_5"
4359,"temp_1_6"
4360,"temp_1_6"
4370,"temp_1_6"
4373,"temp_1_6"
4379,"temp_1_6"
4390,"temp_1_6"
4391,"temp_1_6"
4396,"temp_1_6"
4399,"temp_1_6"
4401,"temp_1_5"
4408,"temp_1_6"
4417,"temp_1_6"
4422,"temp_2_1"
4428,"temp_2_1"
4434,"temp_1_6"
4435,"temp_2_1"
4443,"temp_1_6"
4451,"temp_1_6"
4465,"temp_2_1"
4470,"temp_1_5"
4472,"temp_1_6"
4475,"temp_1_5"
4480,"temp_1_6"
4484,"temp_1_6"
4495,"temp_1_6"
4500,"temp_1_6"
4501,"temp_1_6"
4506,"temp_1_6"
4507,"temp_1_6"
4515,"temp_1_6"
4516,"temp_1_6"
4517,"temp_1_6"
4518,"temp_1_5"
4521,"temp_1_6"
4528,"temp_1_6"
4529,"temp_1_6"
4532,"temp_1_6"
4536,"temp_1_6"
4539,"temp_1_6"
4540,"temp_1_6"
4541,"temp_1_6"
4544,"temp_1_6"
4547,"temp_1_6"
4548,"temp_1_5"
4552,"temp_1_6"
4557,"temp_1_6"
4563,"temp_1_6"
4576,"temp_1_6"
4579,"temp_1_6"
4583,"temp_1_6"
4584,"temp_1_6"
4591,"temp_1_6"
4593,"temp_1_6"
4598,"temp_1_5"
4601,"temp_1_6"
4611,"temp_1_5"
4613,"temp_1_6"
4619,"temp_1_6"
4624,"temp_1_2"
4629,"temp_1_6"
4630,"temp_1_3"
4635,"temp_1_6"
4636,"temp_1_6"
4640,"temp_1_6"
4645,"temp_1_6"
4650,"temp_1_6"
4654,"temp_1_6"
4664,"temp_1_6"
4667,"temp_1_6"
4670,"temp_1_6"
4681,"temp_1_6"
4684,"temp_1_3"
4686,"temp_1_5"
4688,"temp_1_6"
4699,"temp_1_6"
4702,"temp_2_1"
4703,"temp_1_6"
4712,"temp_1_5"
4713,"temp_1_6"
4715,"temp_1_6"
4717,"temp_1_6"
4718,"temp_1_6"
4720,"temp_1_6"
4727,"temp_1_6"
4738,"temp_1_6"
4741,"temp_1_6"
4742,"temp_1_6"
4743,"temp_1_5"
4744,"temp_1_6"
4754,"temp_1_6"
4756,"temp_1_5"
4768,"temp_1_6"
4781,"temp_2_2"
4782,"temp_1_6"
4784,"temp_1_5"
4786,"temp_2_1"
4788,"temp_1_6"
4793,"temp_1_6"
4794,"temp_2_2"
4800,"temp_1_6"
4813,"temp_1_6"
4818,"temp_1_6"
4824,"temp_1_6"
4825,"temp_1_6"
4826,"temp_1_6"
4831,"temp_1_6"
4832,"temp_2_1"
4837,"temp_1_6"
4839,"temp_1_6"
4841,"temp_1_5"
4842,"temp_1_6"
4846,"temp_1_6"
4849,"temp_2_2"
4851,"temp_1_6"
4859,"temp_1_6"
4861,"temp_1_6"
4863,"temp_1_5"
4869,"temp_1_6"
4873,"temp_1_6"
4882,"temp_1_6"
4888,"temp_2_2"
4889,"temp_1_6"
4905,"temp_2_1"
4910,"temp_1_6"
4915,"temp_1_6"
4916,"temp_1_6"
4918,"temp_1_6"
4921,"temp_1_6"
4922,"temp_1_6"
4925,"temp_1_6"
4926,"temp_1_6"
4928,"temp_1_6"
4929,"temp_2_1"
4935,"temp_1_6"
4936,"temp_1_6"
4938,"temp_1_6"
4940,"temp_1_6"
4946,"temp_1_5"
4952,"temp_1_6"
4953,"temp_1_6"
4966,"temp_1_6"
4967,"temp_1_6"
4971,"temp_2_2"
4975,"temp_1_6"
4993,"temp_1_6"
4996,"temp_1_6"
5000,"temp_1_6"
5001,"temp_1_6"
5005,"temp_1_5"
5009,"temp_1_1"
5013,"temp_1_6"
5018,"temp_1_6"
5019,"temp_1_6"
5020,"temp_1_6"
5021,"temp_1_6"
5024,"temp_1_6"
5042,"temp_1_6"
5058,"temp_2_2"
5060,"temp_1_6"
5076,"temp_2_1"
5079,"temp_1_6"
5082,"temp_1_6"
5086,"temp_1_5"
5094,"temp_1_6"
5099,"temp_1_2"
5116,"temp_1_6"
5119,"temp_1_1"
5120,"temp_1_6"
